Date,the, a, an, of, i, you, Label
"10/09/2012",1,0,0,0,1,0,0
"01/20/2015",41,13,1,25,5,5,0
"04/11/2016",81,31,3,38,11,19,0
"09/24/2014",16,7,1,7,4,3,1
"07/10/2015",11,4,2,7,4,3,1
"09/29/2016",526,263,30,260,120,101,0
"03/21/2015",7,1,0,1,0,4,0
"11/07/2011",12,8,0,8,9,0,0
"06/20/2012",13,1,0,8,1,9,1
"04/24/2014",14,6,1,1,3,1,1
"10/17/2011",12,12,0,0,20,0,0
"05/30/2013",3,2,0,1,0,0,1
"01/12/2016",75,26,5,43,6,7,1
"09/01/2009",2,0,0,2,0,0,0
"02/10/2015",22,12,0,11,5,1,1
"06/25/2014",12,7,0,7,2,3,1
"07/23/2013",1,1,0,1,2,3,0
"09/29/2015",35,13,1,14,3,10,0
"04/11/2015",15,4,1,4,0,4,0
"07/26/2009",1,1,0,0,0,0,0
"01/20/2016",44,11,3,18,2,4,0
"09/24/2013",3,4,0,1,0,1,1
"10/09/2011",0,0,0,0,0,0,0
"07/10/2014",10,8,0,2,6,3,0
"03/21/2016",64,25,2,30,8,10,0
"11/07/2010",2,1,0,0,0,0,0
"03/26/2014",7,4,0,2,1,2,0
"07/23/2016",37,27,4,16,12,11,0
"04/27/2009",0,0,0,0,0,0,0
"05/30/2010",3,0,0,2,0,0,0
"06/20/2015",4,1,0,2,1,1,0
"11/07/2013",5,1,0,5,1,3,0
"10/09/2014",27,8,0,9,3,4,0
"01/20/2013",7,0,0,2,1,0,0
"09/24/2016",158,73,8,86,17,24,0
"11/02/2011",4,4,0,8,0,0,1
"03/26/2015",13,21,3,10,3,9,0
"03/21/2013",1,1,0,2,0,1,0
"04/24/2016",28,9,2,17,2,1,0
"01/25/2015",1,4,0,2,1,1,0
"07/23/2015",25,15,0,5,0,4,0
"06/25/2016",80,28,5,29,9,13,0
"06/20/2014",7,6,0,4,7,1,1
"05/12/2009",0,0,0,0,0,0,0
"10/09/2013",4,3,0,5,1,1,0
"07/10/2016",39,18,4,25,11,2,0
"01/20/2014",4,0,0,3,0,0,0
"01/25/2016",40,16,0,23,4,12,0
"03/21/2014",3,3,0,10,0,0,0
"09/24/2015",30,15,2,12,3,4,0
"03/26/2016",31,17,1,13,12,9,0
"11/07/2012",33,0,4,8,4,0,0
"02/02/2014",0,1,0,2,0,0,0
"08/08/2009",0,0,0,0,0,0,0
"05/30/2016",62,21,4,26,21,14,0
"04/16/2013",3,0,0,0,0,1,1
"10/17/2014",9,6,2,4,4,1,1
"07/23/2010",1,0,0,0,1,0,1
"01/25/2012",32,4,0,16,4,0,1
"09/29/2011",4,0,0,0,0,0,0
"05/01/2013",21,12,0,12,12,5,0
"02/10/2012",5,0,0,5,4,4,0
"02/06/2010",1,1,0,3,0,0,0
"01/17/2014",2,3,2,2,4,2,0
"09/30/2009",0,0,0,0,1,0,0
"12/03/2009",0,0,0,0,0,0,0
"02/02/2013",0,0,0,0,0,0,0
"10/09/2016",716,425,40,416,383,165,0
"04/24/2010",4,1,0,2,0,1,0
"07/15/2013",1,4,0,2,4,0,0
"02/02/2015",29,12,2,16,0,6,0
"05/17/2009",2,1,0,1,0,2,0
"05/01/2014",10,16,2,6,3,12,1
"10/17/2015",6,5,1,5,1,3,0
"01/25/2013",6,1,0,4,1,0,1
"04/16/2012",20,7,4,3,9,1,0
"09/29/2010",0,0,0,0,0,0,0
"02/10/2011",0,0,0,0,0,0,1
"02/10/2010",0,1,0,2,4,0,0
"10/09/2015",36,12,0,9,8,3,1
"10/13/2016",415,210,27,205,80,52,0
"01/17/2013",1,2,0,2,0,0,1
"06/02/2009",6,2,0,0,1,2,1
"11/02/2012",25,28,0,4,1,4,0
"03/21/2012",6,0,0,2,0,0,1
"04/24/2013",1,4,0,3,0,0,1
"02/02/2016",63,37,6,34,16,16,0
"12/27/2015",13,6,1,8,4,0,0
"07/15/2014",12,3,1,4,0,1,0
"05/30/2014",10,2,1,3,4,2,0
"10/17/2012",28,9,0,5,20,8,1
"05/01/2015",31,10,1,11,8,7,1
"05/05/2011",3,1,0,2,0,0,0
"02/10/2014",4,3,0,3,0,1,0
"01/25/2010",3,0,0,0,0,0,0
"07/23/2012",7,5,0,6,0,4,0
"02/06/2012",12,3,0,0,10,2,0
"09/29/2014",14,5,0,5,4,1,0
"01/17/2016",21,9,1,13,4,1,0
"10/28/2009",0,0,0,0,0,0,0
"04/16/2016",16,5,1,11,1,3,0
"11/02/2015",44,20,2,12,4,7,0
"05/09/2009",3,1,0,0,1,2,0
"07/19/2010",0,0,0,0,0,0,0
"04/24/2012",14,1,0,0,0,2,0
"06/20/2010",0,0,0,0,0,0,0
"07/15/2015",20,10,1,6,0,0,0
"05/30/2015",17,14,2,9,1,8,0
"10/17/2013",11,2,0,5,0,0,1
"05/05/2010",0,0,0,0,0,0,0
"07/23/2011",1,0,0,0,0,0,0
"04/16/2014",3,1,1,0,0,0,1
"12/24/2009",0,0,0,0,0,0,1
"05/01/2016",40,15,2,20,12,10,0
"02/10/2013",13,4,0,1,0,12,0
"01/25/2011",1,1,0,3,1,0,1
"01/17/2015",23,6,2,6,6,6,0
"09/29/2013",0,0,0,0,0,0,0
"02/06/2011",1,1,0,0,0,0,0
"04/16/2015",35,12,2,20,3,3,0
"11/02/2014",5,1,0,6,1,0,0
"10/29/2009",2,2,0,0,1,0,1
"08/04/2010",0,0,0,0,0,0,1
"04/24/2011",0,0,0,0,0,0,0
"04/15/2012",9,8,0,8,0,0,0
"09/28/2010",0,0,0,0,0,0,1
"07/14/2011",0,0,0,0,0,0,0
"01/16/2013",20,0,0,4,0,0,1
"02/01/2013",79,34,0,30,9,11,1
"11/01/2009",2,1,0,2,0,3,0
"06/24/2010",0,0,0,0,0,0,0
"10/18/2015",5,3,0,3,4,0,0
"02/01/2012",8,0,0,8,4,0,1
"03/25/2010",1,1,0,0,0,0,0
"09/28/2011",20,12,4,8,16,4,0
"11/14/2009",0,1,0,1,0,0,0
"04/10/2011",0,0,0,1,0,0,0
"01/17/2010",0,1,0,0,0,0,0
"11/03/2014",7,4,0,7,2,2,0
"08/30/2016",151,86,16,85,39,32,0
"05/31/2016",98,49,5,49,32,14,0
"06/06/2009",1,1,0,1,0,0,0
"04/15/2013",0,2,0,2,0,0,0
"01/24/2010",1,1,0,0,0,0,0
"07/14/2010",1,0,0,0,0,0,1
"04/23/2011",0,0,0,1,0,1,0
"03/30/2016",77,31,3,36,9,12,1
"05/01/2010",0,0,0,0,0,0,0
"01/16/2014",3,1,0,1,2,1,1
"01/11/2012",1,1,1,0,0,0,1
"10/18/2014",1,0,0,1,0,0,0
"07/22/2010",1,0,0,0,0,1,1
"06/29/2012",2,2,0,2,0,0,1
"10/16/2009",0,0,0,0,0,0,0
"02/01/2011",0,1,0,0,0,0,1
"04/10/2012",12,2,1,5,0,4,0
"04/23/2010",2,0,0,0,0,0,1
"09/28/2012",2,0,0,0,1,1,0
"04/15/2014",3,2,0,1,0,1,1
"09/23/2010",2,0,0,0,0,0,0
"11/03/2015",37,18,1,19,5,7,1
"02/02/2010",0,0,0,0,0,0,1
"08/30/2015",1,3,0,1,0,3,0
"04/15/2010",2,2,0,1,0,0,1
"11/13/2009",1,0,0,1,0,0,1
"07/14/2013",2,0,0,1,0,0,0
"04/16/2011",0,0,0,0,0,1,0
"10/17/2016",385,194,22,192,76,27,0
"02/01/2015",14,5,0,9,0,0,0
"01/16/2011",0,0,1,1,1,0,0
"05/01/2011",0,0,0,0,0,0,0
"11/06/2009",1,0,0,0,0,0,1
"04/11/2010",0,0,0,0,0,0,0
"01/12/2010",2,2,0,1,0,0,0
"07/15/2011",0,1,0,0,0,0,1
"04/15/2011",0,1,0,0,0,0,1
"01/16/2012",4,2,0,4,4,0,0
"02/01/2014",0,2,0,1,0,0,0
"01/11/2010",1,1,0,1,0,0,0
"04/16/2010",0,0,0,0,0,0,0
"05/01/2012",47,23,5,35,18,10,1
"06/29/2010",0,0,0,0,0,0,0
"01/17/2011",0,1,1,1,1,0,0
"04/10/2010",2,0,0,0,0,1,0
"02/02/2012",16,0,0,12,5,4,1
"07/15/2010",1,0,0,2,0,0,0
"09/20/2013",2,0,1,0,0,0,0
"03/26/2012",12,4,4,4,4,0,0
"03/25/2015",22,8,2,15,4,3,0
"06/21/2014",2,0,0,1,0,0,0
"03/30/2013",2,2,0,1,1,1,0
"01/20/2010",1,0,0,0,0,1,0
"06/24/2014",7,8,0,5,5,3,0
"09/24/2010",0,0,0,0,0,0,1
"03/22/2016",97,48,8,48,25,10,1
"01/11/2016",68,15,4,28,6,9,0
"11/07/2015",3,0,0,0,0,1,0
"11/08/2012",3,1,0,3,1,0,0
"01/12/2012",8,8,1,4,0,0,1
"01/20/2011",1,0,0,0,0,0,0
"04/11/2012",105,48,0,29,24,4,1
"06/25/2010",0,0,0,0,0,0,1
"10/15/2009",1,0,0,1,0,0,1
"04/10/2015",13,9,0,4,0,4,1
"09/23/2013",8,3,1,3,0,0,0
"03/26/2013",10,2,1,4,0,0,1
"09/20/2014",0,0,0,0,0,0,0
"03/25/2016",57,27,2,28,6,6,0
"03/30/2012",1,1,0,0,4,0,0
"06/21/2015",5,5,0,2,6,1,0
"01/16/2010",0,0,0,1,0,0,0
"06/24/2015",17,6,0,6,2,6,0
"06/20/2016",138,63,5,74,21,20,0
"09/23/2014",15,11,0,11,1,2,0
"12/29/2009",1,0,0,1,0,0,0
"11/07/2014",19,4,0,6,0,0,0
"03/22/2015",5,0,0,1,1,1,0
"11/05/2009",1,0,0,0,0,0,1
"04/11/2011",1,0,0,0,0,0,0
"11/08/2013",5,3,1,6,1,1,1
"01/12/2011",0,0,0,0,0,0,1
"01/20/2012",12,4,0,0,4,0,0
"07/10/2010",0,0,0,0,0,0,0
"04/10/2016",33,13,1,17,3,2,0
"10/24/2009",1,0,0,0,0,0,0
"09/05/2009",0,0,0,0,0,0,0
"03/30/2015",20,9,2,5,0,5,0
"03/26/2010",0,0,0,1,0,1,0
"09/20/2015",5,4,0,4,0,1,0
"06/21/2016",154,75,18,74,26,23,1
"06/25/2013",1,2,0,4,1,0,1
"01/12/2015",14,8,1,5,0,4,0
"06/24/2012",0,0,0,0,0,0,0
"01/11/2014",1,0,0,1,0,1,0
"04/11/2014",5,7,0,2,2,2,0
"02/01/2010",0,0,0,1,0,0,0
"09/24/2012",1,4,0,4,0,0,0
"07/10/2013",35,17,1,15,9,25,1
"03/25/2012",0,0,0,3,0,0,0
"11/08/2014",5,3,0,2,2,2,0
"09/23/2011",14,8,0,5,3,0,1
"04/10/2013",9,5,0,6,0,0,1
"09/06/2009",1,0,0,1,0,0,0
"03/26/2011",1,2,0,2,0,1,0
"03/25/2014",3,6,1,2,6,0,1
"03/30/2014",2,1,0,0,1,0,0
"09/20/2016",341,135,11,163,68,58,1
"06/25/2012",4,9,0,8,0,4,0
"01/12/2014",0,0,0,3,0,0,0
"10/23/2009",0,0,0,0,0,0,0
"06/24/2013",4,5,0,1,1,0,0
"01/11/2015",3,2,0,2,0,0,0
"04/11/2013",20,0,0,2,10,5,1
"07/10/2012",8,6,0,1,0,0,0
"03/25/2013",6,4,1,5,1,0,0
"11/08/2015",13,4,0,6,0,2,0
"06/07/2009",1,1,0,3,0,0,0
"04/10/2014",4,2,0,1,0,0,0
"09/23/2012",0,0,0,0,0,0,0
"06/26/2012",12,4,2,8,0,4,1
"05/09/2010",0,0,0,0,0,0,0
"05/18/2009",0,1,0,0,0,0,0
"03/27/2013",1,0,0,0,0,0,1
"05/02/2014",16,4,2,4,1,4,0
"05/07/2016",45,26,4,23,7,11,0
"09/25/2011",2,0,0,0,0,0,0
"06/30/2009",2,1,0,3,1,0,0
"10/11/2011",4,4,0,8,4,0,1
"04/12/2013",33,7,5,8,0,8,0
"10/16/2013",3,2,0,3,0,1,1
"04/17/2014",6,1,0,0,0,2,1
"08/06/2015",26,7,4,10,3,6,0
"11/01/2012",28,4,4,8,4,4,1
"11/06/2014",12,6,0,9,3,0,1
"08/01/2013",2,0,0,2,2,1,1
"05/07/2015",23,13,2,17,6,5,1
"11/04/2009",0,0,0,0,0,0,0
"07/16/2014",6,8,1,4,3,1,1
"01/13/2013",0,1,0,2,0,0,0
"02/03/2016",76,45,6,44,12,12,0
"07/11/2012",3,8,1,6,1,0,0
"01/18/2015",22,4,1,14,6,8,0
"06/26/2011",3,0,0,0,0,1,0
"06/03/2009",1,2,0,0,0,0,0
"06/26/2013",5,3,0,2,0,3,1
"05/02/2013",11,8,1,3,4,13,1
"03/27/2012",39,19,4,19,17,0,0
"01/13/2015",16,13,0,3,0,2,0
"02/05/2010",2,0,0,0,0,0,1
"04/28/2009",0,1,0,1,3,1,0
"10/11/2010",0,2,0,0,0,0,0
"04/17/2016",24,13,9,16,6,6,0
"09/25/2012",8,0,0,0,0,0,0
"10/16/2012",174,42,0,27,36,37,1
"11/01/2013",3,0,0,0,1,2,1
"04/17/2015",18,12,1,10,1,6,0
"08/06/2014",7,4,1,3,4,1,1
"11/06/2015",81,23,7,23,6,9,1
"08/01/2012",16,8,0,0,4,0,0
"05/13/2009",3,0,0,1,0,0,0
"05/07/2014",8,2,0,4,0,0,0
"10/19/2009",0,0,0,1,0,1,0
"01/13/2014",4,4,0,2,0,2,0
"07/16/2015",18,6,1,9,2,4,1
"01/18/2016",23,13,3,12,7,5,0
"07/11/2013",33,15,6,20,7,13,1
"10/16/2011",3,0,0,0,0,2,0
"06/26/2014",14,6,0,10,1,1,0
"03/30/2011",1,1,0,0,0,0,1
"01/13/2016",67,22,2,31,7,16,0
"03/27/2015",15,11,1,9,1,7,1
"05/02/2012",5,4,0,5,0,4,1
"06/24/2016",264,97,16,100,43,27,0
"04/12/2015",2,1,0,0,0,1,0
"09/02/2009",0,0,0,0,0,0,0
"09/25/2013",1,0,1,5,0,0,0
"08/06/2013",2,3,0,2,0,1,0
"09/23/2015",25,3,1,10,1,1,0
"08/01/2011",0,1,0,0,2,0,0
"11/01/2010",2,0,0,1,0,0,0
"11/06/2012",23,16,1,4,5,4,1
"03/27/2016",21,12,5,18,4,3,0
"08/08/2010",1,1,0,0,0,0,0
"05/07/2013",2,9,0,12,4,0,1
"10/20/2009",3,0,0,1,0,0,0
"07/16/2016",35,40,6,27,11,13,0
"07/11/2014",5,6,3,9,2,2,1
"03/30/2010",4,0,0,0,0,1,1
"06/26/2015",20,13,1,9,1,5,0
"10/16/2010",1,2,0,1,0,0,0
"08/17/2009",1,1,0,0,0,0,0
"03/27/2014",2,4,0,3,2,1,0
"05/02/2011",1,0,0,0,0,0,0
"04/12/2016",62,33,2,28,14,23,1
"09/25/2014",14,11,4,9,3,2,0
"08/06/2011",0,0,0,0,0,0,0
"07/11/2015",8,0,0,3,1,0,0
"11/30/2011",8,4,4,4,0,0,1
"08/06/2012",2,2,0,7,4,4,0
"09/23/2016",363,177,31,184,58,71,0
"11/01/2011",12,0,0,0,0,2,0
"11/06/2013",6,9,1,1,2,2,0
"11/08/2011",4,4,0,0,8,0,1
"05/02/2010",0,0,0,0,0,1,0
"08/10/2009",1,0,0,2,1,0,0
"05/07/2012",42,16,0,14,5,13,0
"02/03/2011",1,0,0,2,0,0,1
"07/14/2015",10,5,1,7,2,6,1
"05/04/2012",79,51,8,22,22,9,0
"06/26/2016",95,48,5,43,16,22,0
"12/20/2013",6,1,1,6,6,9,1
"09/25/2015",31,20,3,12,7,5,0
"02/05/2013",12,0,0,0,12,4,1
"12/28/2014",3,2,0,2,0,0,0
"06/29/2016",114,47,8,50,14,15,1
"08/06/2010",3,0,0,2,0,0,0
"07/18/2011",1,0,0,0,0,0,0
"07/11/2016",147,78,6,80,26,17,0
"01/18/2011",1,1,0,0,1,0,0
"11/30/2012",1,0,0,0,0,0,0
"07/25/2009",0,0,0,1,0,0,0
"04/17/2010",0,0,0,0,0,0,0
"11/03/2010",1,0,0,1,0,0,1
"04/19/2012",16,12,0,4,0,16,0
"05/04/2013",6,2,0,1,0,0,0
"05/07/2011",0,0,0,1,0,0,0
"09/28/2015",33,21,3,13,6,6,0
"10/14/2014",14,9,1,6,0,2,1
"10/18/2011",4,0,0,8,0,4,1
"02/03/2012",152,72,4,52,4,8,1
"07/14/2014",8,4,1,5,1,1,0
"09/25/2016",155,86,7,99,17,29,0
"08/12/2009",1,0,0,0,0,0,1
"08/03/2010",0,0,0,3,0,0,0
"07/16/2010",0,1,0,0,0,0,0
"12/20/2012",12,16,0,0,12,4,1
"02/01/2016",75,31,1,37,12,15,0
"10/16/2016",191,102,11,101,20,19,0
"12/28/2013",1,1,1,0,2,2,0
"02/05/2014",13,7,1,8,2,1,0
"07/18/2012",1,1,1,1,0,0,1
"04/17/2011",0,1,0,1,0,0,0
"04/19/2013",0,0,0,0,1,0,1
"08/01/2016",160,75,11,82,38,25,0
"11/06/2011",0,1,0,0,0,0,0
"11/03/2011",10,0,0,0,0,0,1
"05/04/2014",2,4,1,2,2,0,0
"09/28/2016",358,227,27,230,64,69,1
"08/15/2009",1,0,0,0,0,0,0
"05/07/2010",1,0,0,0,0,0,0
"10/14/2015",31,9,2,15,7,4,0
"01/18/2012",2,0,0,1,4,0,1
"10/18/2010",1,0,0,0,0,0,0
"02/03/2013",5,0,0,1,0,0,0
"05/02/2016",103,38,6,55,21,20,0
"05/04/2010",2,0,0,0,0,0,0
"12/20/2011",52,20,4,24,4,8,1
"05/16/2009",2,4,0,0,0,0,0
"10/16/2015",21,9,1,14,1,4,1
"11/01/2015",12,2,0,5,1,2,0
"01/16/2015",11,7,1,7,0,2,1
"11/01/2014",2,3,0,3,1,4,0
"06/29/2013",2,0,0,0,0,0,0
"11/30/2014",4,2,0,0,1,0,0
"04/17/2012",70,37,13,39,30,12,1
"03/31/2009",3,0,0,0,0,0,1
"08/01/2015",5,2,0,3,2,3,0
"07/16/2012",2,0,0,1,1,2,0
"07/27/2009",0,1,0,0,0,0,0
"11/03/2012",0,0,0,0,0,0,0
"04/19/2010",2,0,0,0,0,0,0
"09/28/2013",1,0,1,0,1,1,0
"10/14/2016",428,207,37,173,79,51,1
"10/18/2013",7,3,0,4,0,0,1
"04/15/2015",36,16,4,15,5,6,1
"01/18/2013",0,4,0,0,0,0,0
"07/14/2016",131,81,15,94,41,35,1
"11/09/2009",2,0,0,1,0,0,0
"05/02/2015",8,5,0,3,2,0,0
"02/03/2014",4,1,0,2,0,1,0
"05/04/2011",1,0,0,0,0,0,0
"08/03/2012",84,16,4,16,8,4,1
"06/01/2009",1,1,0,1,1,1,0
"12/28/2015",11,5,2,9,7,5,0
"02/05/2012",0,1,0,1,0,0,0
"01/16/2016",17,8,1,12,9,7,0
"10/16/2014",8,4,2,10,5,4,1
"06/29/2015",25,12,0,12,3,4,0
"06/29/2014",0,0,0,0,0,0,0
"04/17/2013",0,1,0,0,1,0,0
"11/30/2015",27,15,1,10,6,6,0
"02/07/2010",0,0,0,0,1,0,0
"05/15/2009",3,0,1,0,0,0,0
"08/01/2014",7,4,0,5,0,0,0
"07/16/2013",3,1,0,1,0,2,0
"09/28/2014",3,5,0,1,0,2,0
"04/19/2011",0,0,0,0,0,0,1
"02/03/2015",12,9,0,5,3,2,1
"10/18/2012",1,1,0,0,0,0,0
"04/15/2016",71,37,8,28,24,9,0
"12/21/2014",3,0,0,3,0,0,0
"08/09/2014",1,0,0,0,0,0,0
"12/28/2010",0,0,0,0,0,0,0
"08/03/2015",16,6,1,6,2,5,0
"12/22/2011",9,0,0,8,0,0,1
"12/27/2013",0,1,0,0,0,1,0
"07/18/2016",192,67,10,77,32,35,0
"05/05/2014",4,3,0,0,3,5,0
"10/13/2013",3,1,0,1,0,2,0
"02/06/2014",1,2,1,3,0,2,1
"05/06/2010",1,1,0,1,0,0,0
"07/19/2012",4,1,0,0,1,0,1
"10/14/2010",1,0,0,0,0,0,0
"02/07/2011",1,0,0,0,0,0,0
"04/25/2009",1,0,0,0,0,0,0
"04/19/2016",96,33,4,48,10,20,0
"12/26/2015",7,2,0,3,2,0,0
"08/09/2015",5,4,2,2,2,1,0
"08/09/2013",0,2,0,0,0,2,0
"12/27/2014",1,0,0,1,0,0,0
"12/21/2015",38,9,1,18,4,9,0
"08/03/2014",2,1,0,1,0,0,0
"12/22/2012",1,1,0,0,2,5,0
"08/08/2016",177,88,8,88,27,45,0
"07/23/2009",2,0,0,0,0,0,1
"08/05/2010",3,0,0,0,0,0,0
"05/05/2012",1,0,0,5,1,3,0
"02/08/2010",0,0,0,0,0,0,0
"02/06/2013",4,4,0,8,4,0,0
"05/06/2011",0,0,0,1,0,0,1
"10/13/2012",2,1,0,1,0,0,0
"08/05/2011",0,1,0,0,0,0,0
"10/14/2011",13,20,0,13,0,0,1
"02/07/2012",20,4,0,8,12,0,1
"08/04/2012",2,0,0,0,0,0,0
"05/10/2009",1,1,1,1,0,0,0
"08/02/2016",155,86,7,68,43,33,0
"12/21/2012",0,6,0,1,0,16,0
"05/09/2016",118,32,7,48,20,20,0
"12/27/2011",0,0,0,1,0,0,0
"07/19/2015",3,3,0,1,0,1,0
"12/23/2010",1,0,0,0,0,0,0
"10/15/2010",0,0,0,0,0,0,1
"02/08/2011",0,0,0,0,0,0,1
"12/20/2015",10,5,1,3,3,3,0
"07/18/2014",4,2,1,0,1,4,1
"02/05/2015",8,9,0,5,1,1,1
"07/24/2009",0,2,0,1,0,0,0
"10/12/2014",4,1,0,3,0,1,0
"12/28/2012",12,24,4,8,12,4,0
"05/06/2012",1,0,0,0,0,0,0
"07/18/2013",7,1,0,4,1,1,1
"02/06/2016",26,11,3,21,7,5,0
"05/05/2016",113,71,3,53,32,27,0
"04/20/2009",0,0,0,0,0,0,0
"10/13/2015",37,18,1,18,8,9,0
"05/04/2015",15,7,2,3,2,1,0
"02/07/2013",1,2,0,0,12,0,0
"08/04/2015",15,5,0,2,0,3,0
"12/21/2011",1,0,3,2,1,0,0
"12/26/2013",0,1,0,1,1,1,0
"12/22/2010",3,0,0,0,1,0,1
"08/03/2016",165,75,10,89,26,35,1
"12/21/2013",0,0,0,0,0,0,0
"10/15/2011",9,5,0,4,8,0,0
"02/08/2012",4,0,0,0,0,0,1
"12/27/2012",4,0,0,0,0,0,0
"12/20/2014",6,0,0,2,0,0,0
"07/18/2015",7,2,0,4,0,1,0
"12/28/2011",0,1,0,0,0,0,0
"02/05/2016",86,33,4,41,12,8,0
"10/12/2015",51,34,10,17,3,9,0
"07/17/2016",80,26,4,49,13,12,0
"10/12/2016",452,261,43,230,47,68,0
"04/26/2009",1,1,0,1,0,0,0
"05/06/2013",9,4,0,12,1,5,0
"10/13/2014",9,8,2,4,3,2,0
"08/05/2013",6,6,0,2,1,0,0
"05/05/2015",33,16,1,9,1,8,0
"04/18/2016",69,19,2,37,14,6,0
"12/25/2015",1,1,0,1,1,1,0
"02/06/2015",32,7,0,12,3,3,0
"10/14/2013",3,0,2,1,0,0,0
"02/07/2014",10,7,0,3,2,2,1
"05/04/2016",119,47,6,48,18,25,0
"07/19/2013",2,4,0,1,1,1,0
"08/04/2014",5,5,0,0,0,2,0
"12/26/2014",7,2,1,3,0,1,0
"04/19/2015",6,5,1,3,0,4,0
"08/09/2016",157,71,8,81,41,34,1
"05/11/2009",2,1,0,0,0,0,0
"10/10/2010",1,1,0,1,0,0,0
"02/08/2013",0,0,0,0,0,0,1
"05/09/2014",7,6,1,6,2,4,1
"08/07/2016",76,58,7,36,10,8,0
"12/23/2012",0,0,0,0,0,0,0
"05/06/2015",14,13,2,4,6,5,0
"05/06/2014",10,7,1,6,1,1,0
"08/05/2014",4,1,1,2,0,0,0
"10/11/2016",425,220,39,197,70,66,0
"12/25/2014",0,1,0,0,0,0,0
"12/26/2011",0,0,0,0,0,1,0
"08/08/2012",6,2,0,4,1,4,0
"07/22/2009",1,0,0,0,0,1,1
"05/08/2016",51,18,1,18,13,8,0
"02/07/2015",1,0,0,3,0,2,0
"10/10/2011",0,0,0,1,0,0,0
"07/19/2016",172,80,11,89,24,27,0
"05/09/2015",10,3,1,4,1,5,0
"02/08/2014",0,0,0,0,1,0,0
"12/23/2011",0,0,0,1,0,0,1
"10/11/2014",5,2,0,3,0,1,0
"05/06/2016",142,81,7,71,31,17,1
"10/12/2013",5,7,0,1,3,4,0
"08/05/2015",16,7,2,4,4,4,1
"12/25/2013",0,1,0,0,0,0,0
"10/11/2015",15,9,2,8,8,0,0
"08/04/2016",167,85,10,73,52,30,1
"08/08/2011",3,4,0,1,0,0,0
"12/26/2012",0,1,0,0,0,0,0
"02/07/2016",39,17,2,23,6,7,0
"04/21/2009",1,1,0,0,0,0,1
"05/09/2012",3,1,0,1,0,0,0
"10/10/2012",4,2,0,2,1,2,0
"08/09/2012",3,1,2,2,6,1,1
"08/08/2015",1,2,0,0,1,0,0
"02/08/2015",10,3,0,7,0,1,0
"10/11/2013",6,4,0,2,1,0,1
"04/24/2009",2,0,0,0,0,0,1
"08/07/2014",14,7,0,7,3,4,0
"10/12/2010",2,2,0,0,1,0,1
"02/09/2016",85,37,1,39,14,18,0
"07/20/2009",4,1,0,1,0,0,0
"08/05/2016",237,113,8,94,40,30,1
"10/13/2011",8,0,0,0,4,0,1
"12/24/2011",0,1,0,1,0,0,0
"12/23/2015",16,10,4,11,4,9,1
"12/25/2012",1,1,0,1,3,0,0
"05/08/2014",5,3,0,0,2,2,0
"12/22/2014",24,9,1,11,1,0,0
"05/09/2013",8,5,0,1,1,0,0
"02/08/2016",57,35,4,25,15,11,0
"08/09/2011",0,0,0,0,0,0,1
"10/10/2013",7,2,0,2,0,0,1
"08/08/2014",3,0,0,1,0,2,1
"08/07/2015",29,2,5,8,0,2,0
"12/23/2013",2,2,1,1,0,3,0
"10/12/2011",12,0,4,4,0,0,1
"10/11/2012",11,8,0,1,1,0,0
"02/09/2015",19,7,2,11,0,6,0
"04/23/2009",0,0,0,0,0,0,1
"12/24/2012",8,0,0,4,0,4,0
"12/25/2011",0,0,0,0,0,1,0
"08/06/2016",52,26,4,27,15,11,0
"12/23/2014",16,9,0,8,0,0,0
"07/21/2009",6,0,0,1,0,0,1
"08/08/2013",4,0,0,4,0,0,1
"10/10/2014",6,7,0,3,4,3,0
"12/22/2015",24,17,1,14,3,7,1
"05/08/2015",19,11,3,8,5,2,1
